0,1,2,3,4,5,8,9,Sheet,Month,Year
2025-10-24 00:00:00,Friday,08:08:00,17:14:00,08:29:00,17:15:00,08:22:00,17:15:00,October  2025,October,2025
2025-10-25 00:00:00,Saturday,,,,,,,October  2025,October,2025
2025-10-26 00:00:00,Sunday,,,,,,,October  2025,October,2025
2025-10-27 00:00:00,Monday,08:05:00,17:11:00,11:06:00,19:24:00,08:39:00,17:15:00,October  2025,October,2025
2025-10-28 00:00:00,Tuesday,08:16:00,17:08:00,08:46:00,17:12:00,08:35:00,17:15:00,October  2025,October,2025
2025-10-29 00:00:00,Wednesday,08:08:00,17:11:00,08:49:00,15:00:00,08:36:00,17:11:00,October  2025,October,2025
2025-10-30 00:00:00,Thursday,08:15:00,17:07:00,08:44:00,17:38:00,08:33:00,17:23:00,October  2025,October,2025
2025-10-31 00:00:00,Friday,08:08:00,17:11:00,,,,,October  2025,October,2025
2025-09-01 00:00:00,Monday,08:06:00,17:14:00,08:33:00,16:26:00,08:35:00,17:37:00,September 2025,September,2025
2025-09-02 00:00:00,Tuesday,08:07:00,17:10:00,09:05:00,17:04:00,08:30:00,17:30:00,September 2025,September,2025
2025-09-03 00:00:00,Wednesday,08:03:00,17:06:00,09:05:00,17:24:00,08:29:00,17:30:00,September 2025,September,2025
2025-09-04 00:00:00,Thursday,08:05:00,17:06:00,08:35:00,17:05:00,08:33:00,17:38:00,September 2025,September,2025
2025-09-05 00:00:00,Friday,,,08:30:00,17:20:00,08:22:00,17:12:00,September 2025,September,2025
2025-09-06 00:00:00,Saturday,,,,,,,September 2025,September,2025
2025-09-07 00:00:00,Sunday,,,,,,,September 2025,September,2025
2025-09-08 00:00:00,Monday,08:08:00,,,,08:57:00,17:33:00,September 2025,September,2025
2025-09-09 00:00:00,Tuesday,08:06:00,17:17:00,,,08:27:00,17:18:00,September 2025,September,2025
2025-09-10 00:00:00,Wednesday,08:05:00,17:05:00,08:58:00,17:32:00,08:27:00,17:33:00,September 2025,September,2025
2025-09-11 00:00:00,Thursday,08:15:00,17:06:00,10:19:00,17:32:00,08:35:00,17:36:00,September 2025,September,2025
2025-09-12 00:00:00,Friday,10:08:00,17:09:00,08:38:00,17:20:00,08:29:00,17:31:00,September 2025,September,2025
2025-09-13 00:00:00,Saturday,,,,,,,September 2025,September,2025
2025-09-14 00:00:00,Sunday,,,,,,,September 2025,September,2025
2025-09-15 00:00:00,Monday,08:04:00,17:17:00,09:38:00,19:58:00,08:35:00,17:42:00,September 2025,September,2025
2025-09-16 00:00:00,Tuesday,,,08:40:00,17:22:00,08:40:00,17:31:00,September 2025,September,2025
2025-09-17 00:00:00,Wednesday,08:05:00,19:31:00,08:52:00,17:18:00,08:26:00,17:41:00,September 2025,September,2025
2025-09-18 00:00:00,Thursday,08:15:00,17:14:00,08:51:00,17:27:00,08:27:00,17:26:00,September 2025,September,2025
2025-09-19 00:00:00,Friday,08:28:00,17:12:00,08:25:00,17:27:00,08:28:00,17:37:00,September 2025,September,2025
2025-09-20 00:00:00,Saturday,,,,,,,September 2025,September,2025
2025-09-21 00:00:00,Sunday,,,,,,,September 2025,September,2025
2025-09-22 00:00:00,Monday,08:48:00,17:05:00,09:46:00,17:19:00,09:24:00,20:24:00,September 2025,September,2025
2025-09-23 00:00:00,Tuesday,08:09:00,17:07:00,12:02:00,19:40:00,08:37:00,20:28:00,September 2025,September,2025
2025-09-24 00:00:00,Wednesday,08:08:00,17:17:00,09:08:00,17:15:00,08:33:00,17:27:00,September 2025,September,2025
2025-09-25 00:00:00,Thursday,08:07:00,17:11:00,08:30:00,17:35:00,08:38:00,17:33:00,September 2025,September,2025
2025-09-26 00:00:00,Friday,08:13:00,17:10:00,10:44:00,17:26:00,08:25:00,17:09:00,September 2025,September,2025
2025-09-27 00:00:00,Saturday,,,,,,,September 2025,September,2025
2025-09-28 00:00:00,Sunday,,,,,,,September 2025,September,2025
2025-09-29 00:00:00,Monday,08:44:00,17:11:00,08:41:00,17:30:00,08:28:00,17:15:00,September 2025,September,2025
2025-09-30 00:00:00,Tuesday,08:01:00,17:00:00,11:46:00,17:36:00,08:22:00,17:05:00,September 2025,September,2025
2025-08-01 00:00:00,Friday,08:03:00,17:10:00,08:29:00,17:12:00,08:24:00,17:29:00,August 2025,August,2025
2025-08-02 00:00:00,Saturday,08:21:00,17:10:00,08:27:00,17:57:00,08:26:00,18:04:00,August 2025,August,2025
2025-08-03 00:00:00,Sunday,,,,,,,August 2025,August,2025
2025-08-04 00:00:00,Monday,08:09:00,17:00:00,08:39:00,17:57:00,08:29:00,17:26:00,August 2025,August,2025
2025-08-05 00:00:00,Tuesday,,,,,,,August 2025,August,2025
2025-08-06 00:00:00,Wednesday,07:58:00,17:02:00,10:29:00,17:23:00,08:23:00,17:30:00,August 2025,August,2025
2025-08-07 00:00:00,Thursday,08:10:00,17:19:00,08:50:00,17:15:00,08:24:00,17:38:00,August 2025,August,2025
2025-08-08 00:00:00,Friday,08:11:00,17:23:00,08:33:00,17:11:00,08:21:00,17:17:00,August 2025,August,2025
2025-08-09 00:00:00,Saturday,07:49:00,17:26:00,09:15:00,17:01:00,08:35:00,17:52:00,August 2025,August,2025
2025-08-10 00:00:00,Sunday,,,,,,,August 2025,August,2025
2025-08-11 00:00:00,Monday,08:05:00,17:20:00,08:31:00,16:18:00,08:24:00,17:16:00,August 2025,August,2025
2025-08-12 00:00:00,Tuesday,08:02:00,17:00:00,08:29:00,17:25:00,08:24:00,17:21:00,August 2025,August,2025
2025-08-13 00:00:00,Wednesday,08:07:00,17:14:00,08:42:00,17:18:00,08:31:00,17:47:00,August 2025,August,2025
2025-08-14 00:00:00,Thursday,07:59:00,17:17:00,12:08:00,17:18:00,08:27:00,17:40:00,August 2025,August,2025
2025-08-15 00:00:00,Friday,,,,,08:22:00,17:29:00,August 2025,August,2025
2025-08-16 00:00:00,Saturday,,,,,,,August 2025,August,2025
2025-08-17 00:00:00,Sunday,,,,,,,August 2025,August,2025
2025-08-18 00:00:00,Monday,08:07:00,17:00:00,09:23:00,17:05:00,08:30:00,11:06:00,August 2025,August,2025
2025-08-19 00:00:00,Tuesday,08:10:00,17:14:00,08:41:00,10:39:00,08:29:00,17:27:00,August 2025,August,2025
2025-08-20 00:00:00,Wednesday,08:08:00,17:00:00,09:03:00,17:28:00,08:26:00,20:03:00,August 2025,August,2025
2025-08-21 00:00:00,Thursday,08:06:00,,08:30:00,17:30:00,,,August 2025,August,2025
2025-08-22 00:00:00,Friday,,,08:26:00,21:00:00,08:23:00,21:01:00,August 2025,August,2025
2025-08-23 00:00:00,Saturday,,,08:53:00,17:03:00,08:31:00,18:31:00,August 2025,August,2025
2025-08-24 00:00:00,Sunday,,,,,,,August 2025,August,2025
2025-08-25 00:00:00,Monday,08:02:00,17:13:00,,,08:31:00,17:37:00,August 2025,August,2025
2025-08-26 00:00:00,Tuesday,08:04:00,17:00:00,08:43:00,17:11:00,08:26:00,17:30:00,August 2025,August,2025
2025-08-27 00:00:00,Wednesday,08:02:00,17:00:00,08:58:00,17:07:00,08:34:00,17:30:00,August 2025,August,2025
2025-08-28 00:00:00,Thursday,08:03:00,17:00:00,10:51:00,19:45:00,08:29:00,17:34:00,August 2025,August,2025
2025-08-29 00:00:00,Friday,08:03:00,17:14:00,08:33:00,17:20:00,08:24:00,17:34:00,August 2025,August,2025
2025-08-30 00:00:00,Saturday,08:15:00,17:11:00,08:49:00,17:12:00,08:18:00,17:10:00,August 2025,August,2025
2025-08-31 00:00:00,Sunday,,,,,,,August 2025,August,2025
2025-07-01 00:00:00,Tuesday,07:56:00,17:10:00,09:26:00,17:31:00,08:27:00,20:05:00,July 2025,July,2025
2025-07-02 00:00:00,Wednesday,08:01:00,17:10:00,08:38:00,17:05:00,08:22:00,17:34:00,July 2025,July,2025
2025-07-03 00:00:00,Thursday,09:54:00,17:05:00,11:12:00,20:04:00,08:27:00,17:14:00,July 2025,July,2025
2025-07-04 00:00:00,Friday,08:00:00,17:12:00,08:21:00,17:44:00,08:16:00,17:16:00,July 2025,July,2025
2025-07-05 00:00:00,Saturday,08:19:00,17:13:00,08:09:00,17:01:00,08:18:00,19:09:00,July 2025,July,2025
2025-07-06 00:00:00,Sunday,,,,,,,July 2025,July,2025
2025-07-07 00:00:00,Monday,08:03:00,17:12:00,08:20:00,16:16:00,08:27:00,17:12:00,July 2025,July,2025
2025-07-08 00:00:00,Tuesday,07:59:00,17:16:00,08:33:00,17:35:00,08:26:00,17:21:00,July 2025,July,2025
2025-07-09 00:00:00,Wednesday,08:03:00,17:18:00,08:34:00,17:31:00,08:22:00,17:35:00,July 2025,July,2025
2025-07-10 00:00:00,Thursday,,,08:26:00,17:39:00,08:29:00,17:37:00,July 2025,July,2025
2025-07-11 00:00:00,Friday,08:04:00,17:11:00,08:25:00,17:11:00,08:20:00,17:37:00,July 2025,July,2025
2025-07-12 00:00:00,Saturday,08:07:00,17:07:00,08:33:00,17:06:00,08:17:00,17:14:00,July 2025,July,2025
2025-07-13 00:00:00,Sunday,,,,,,,July 2025,July,2025
2025-07-14 00:00:00,Monday,08:03:00,17:05:00,08:23:00,16:00:00,08:26:00,17:14:00,July 2025,July,2025
2025-07-15 00:00:00,Tuesday,07:57:00,17:10:00,08:23:00,19:04:00,08:24:00,17:15:00,July 2025,July,2025
2025-07-16 00:00:00,Wednesday,07:58:00,17:12:00,07:34:00,17:30:00,08:22:00,17:55:00,July 2025,July,2025
2025-07-17 00:00:00,Thursday,08:05:00,,,,08:25:00,17:16:00,July 2025,July,2025
2025-07-18 00:00:00,Friday,,,08:24:00,17:10:00,08:19:00,17:14:00,July 2025,July,2025
2025-07-19 00:00:00,Saturday,,,09:46:00,17:44:00,08:39:00,17:43:00,July 2025,July,2025
2025-07-20 00:00:00,Sunday,,,,,,,July 2025,July,2025
2025-07-21 00:00:00,Monday,08:11:00,17:11:00,08:32:00,16:17:00,08:26:00,17:13:00,July 2025,July,2025
2025-07-22 00:00:00,Tuesday,08:12:00,,08:43:00,17:34:00,08:27:00,17:31:00,July 2025,July,2025
2025-07-23 00:00:00,Wednesday,,,08:34:00,14:00:00,08:27:00,17:27:00,July 2025,July,2025
2025-07-24 00:00:00,Thursday,08:07:00,17:09:00,08:34:00,20:22:00,08:30:00,17:19:00,July 2025,July,2025
2025-07-25 00:00:00,Friday,07:59:00,17:10:00,08:28:00,18:50:00,08:21:00,17:29:00,July 2025,July,2025
2025-07-26 00:00:00,Saturday,08:08:00,17:29:00,08:29:00,17:02:00,08:23:00,17:17:00,July 2025,July,2025
2025-07-27 00:00:00,Sunday,,,,,,,July 2025,July,2025
2025-07-28 00:00:00,Monday,08:07:00,17:14:00,09:01:00,22:12:00,08:29:00,17:30:00,July 2025,July,2025
2025-07-29 00:00:00,Tuesday,08:04:00,17:13:00,08:41:00,18:03:00,08:28:00,17:15:00,July 2025,July,2025
2025-07-30 00:00:00,Wednesday,07:59:00,17:10:00,08:40:00,17:15:00,08:29:00,17:13:00,July 2025,July,2025
2025-07-31 00:00:00,Thursday,08:07:00,17:07:00,08:39:00,,08:29:00,17:21:00,July 2025,July,2025
2025-06-01 00:00:00,Sunday,,,,,,,June 2025,June,2025
2025-06-02 00:00:00,Monday,08:08:00,17:07:00,08:45:00,16:21:00,08:26:00,17:17:00,June 2025,June,2025
2025-06-03 00:00:00,Tuesday,07:56:00,17:12:00,10:08:00,17:22:00,08:22:00,17:11:00,June 2025,June,2025
2025-06-04 00:00:00,Wednesday,08:00:00,16:56:00,08:59:00,16:56:00,08:20:00,17:08:00,June 2025,June,2025
2025-06-05 00:00:00,Thursday,,,,,,,June 2025,June,2025
2025-06-06 00:00:00,Friday,,,,,,,June 2025,June,2025
2025-06-07 00:00:00,Saturday,,,,,,,June 2025,June,2025
2025-06-08 00:00:00,Sunday,,,,,,,June 2025,June,2025
2025-06-09 00:00:00,Monday,,,,,,,June 2025,June,2025
2025-06-10 00:00:00,Tuesday,,,,,,,June 2025,June,2025
2025-06-11 00:00:00,Wednesday,08:03:00,17:04:00,08:12:00,17:03:00,08:14:00,17:02:00,June 2025,June,2025
2025-06-12 00:00:00,Thursday,08:05:00,17:05:00,09:33:00,17:14:00,08:12:00,17:17:00,June 2025,June,2025
2025-06-13 00:00:00,Friday,07:57:00,17:05:00,,,08:09:00,17:05:00,June 2025,June,2025
2025-06-14 00:00:00,Saturday,08:20:00,17:00:00,08:24:00,17:04:00,08:20:00,17:04:00,June 2025,June,2025
2025-06-15 00:00:00,Sunday,,,,,,,June 2025,June,2025
2025-06-16 00:00:00,Monday,08:00:00,17:05:00,08:26:00,16:23:00,08:20:00,17:17:00,June 2025,June,2025
2025-06-17 00:00:00,Tuesday,08:05:00,17:05:00,09:33:00,17:02:00,08:24:00,17:22:00,June 2025,June,2025
2025-06-18 00:00:00,Wednesday,08:00:00,17:09:00,09:19:00,17:00:00,08:17:00,17:25:00,June 2025,June,2025
2025-06-19 00:00:00,Thursday,07:59:00,17:07:00,08:23:00,17:28:00,08:17:00,17:17:00,June 2025,June,2025
2025-06-20 00:00:00,Friday,08:13:00,17:10:00,09:08:00,,08:18:00,17:16:00,June 2025,June,2025
2025-06-21 00:00:00,Saturday,08:14:00,17:13:00,08:27:00,17:13:00,08:01:00,17:19:00,June 2025,June,2025
2025-06-22 00:00:00,Sunday,,,,,,,June 2025,June,2025
2025-06-23 00:00:00,Monday,08:03:00,17:07:00,,,08:19:00,17:09:00,June 2025,June,2025
2025-06-24 00:00:00,Tuesday,08:00:00,17:00:00,08:32:00,17:01:00,08:21:00,17:19:00,June 2025,June,2025
2025-06-25 00:00:00,Wednesday,08:00:00,17:10:00,10:53:00,17:24:00,08:25:00,17:23:00,June 2025,June,2025
2025-06-26 00:00:00,Thursday,08:05:00,17:12:00,08:26:00,17:18:00,08:23:00,17:27:00,June 2025,June,2025
2025-06-27 00:00:00,Friday,08:04:00,17:10:00,08:16:00,19:57:00,08:19:00,19:59:00,June 2025,June,2025
2025-06-28 00:00:00,Saturday,08:13:00,17:11:00,10:59:00,17:35:00,08:24:00,19:45:00,June 2025,June,2025
2025-06-29 00:00:00,Sunday,,,,,,,June 2025,June,2025
2025-06-30 00:00:00,Monday,08:00:00,17:16:00,08:23:00,17:39:00,08:23:00,20:12:00,June 2025,June,2025
2025-05-01 00:00:00,Thursday,,,,,,,May 2025,May,2025
2025-05-02 00:00:00,Friday,08:05:00,17:13:00,09:40:00,17:27:00,08:17:00,17:20:00,May 2025,May,2025
2025-05-03 00:00:00,Saturday,07:58:00,19:10:00,08:33:00,20:44:00,08:09:00,20:49:00,May 2025,May,2025
2025-05-04 00:00:00,Sunday,,,,,,,May 2025,May,2025
2025-05-05 00:00:00,Monday,08:00:00,17:01:00,08:05:00,17:27:00,08:19:00,18:14:00,May 2025,May,2025
2025-05-06 00:00:00,Tuesday,08:06:00,17:00:00,09:30:00,17:22:00,08:07:00,17:37:00,May 2025,May,2025
2025-05-07 00:00:00,Wednesday,08:04:00,17:00:00,08:58:00,17:08:00,08:11:00,19:55:00,May 2025,May,2025
2025-05-08 00:00:00,Thursday,08:08:00,17:07:00,08:27:00,17:25:00,07:57:00,20:40:00,May 2025,May,2025
2025-05-09 00:00:00,Friday,08:02:00,17:02:00,08:03:00,17:29:00,08:22:00,20:45:00,May 2025,May,2025
2025-05-10 00:00:00,Saturday,07:58:00,19:43:00,08:19:00,19:27:00,08:10:00,19:48:00,May 2025,May,2025
2025-05-11 00:00:00,Sunday,,,,,,,May 2025,May,2025
2025-05-12 00:00:00,Monday,,,08:11:00,20:00:00,08:03:00,20:01:00,May 2025,May,2025
2025-05-13 00:00:00,Tuesday,,,08:28:00,17:21:00,08:19:00,17:26:00,May 2025,May,2025
2025-05-14 00:00:00,Wednesday,08:06:00,17:01:00,12:28:00,20:26:00,08:16:00,19:51:00,May 2025,May,2025
2025-05-15 00:00:00,Thursday,08:02:00,17:01:00,08:58:00,17:36:00,08:00:00,18:01:00,May 2025,May,2025
2025-05-16 00:00:00,Friday,08:08:00,17:00:00,08:38:00,17:30:00,08:23:00,19:37:00,May 2025,May,2025
2025-05-17 00:00:00,Saturday,08:17:00,17:00:00,08:39:00,17:21:00,08:09:00,17:06:00,May 2025,May,2025
2025-05-18 00:00:00,Sunday,,,,,,,May 2025,May,2025
2025-05-19 00:00:00,Monday,08:08:00,17:00:00,08:30:00,14:07:00,08:12:00,18:18:00,May 2025,May,2025
2025-05-20 00:00:00,Tuesday,08:03:00,17:00:00,,,08:23:00,18:25:00,May 2025,May,2025
2025-05-21 00:00:00,Wednesday,08:04:00,17:09:00,08:23:00,19:46:00,08:24:00,17:38:00,May 2025,May,2025
2025-05-22 00:00:00,Thursday,08:00:00,17:11:00,08:53:00,17:28:00,08:26:00,17:00:00,May 2025,May,2025
2025-05-23 00:00:00,Friday,08:12:00,17:05:00,08:15:00,17:01:00,08:22:00,17:12:00,May 2025,May,2025
2025-05-24 00:00:00,Saturday,08:23:00,17:01:00,10:08:00,,08:27:00,17:01:00,May 2025,May,2025
2025-05-25 00:00:00,Sunday,,,,,,,May 2025,May,2025
2025-05-26 00:00:00,Monday,08:03:00,17:08:00,08:19:00,17:00:00,08:26:00,17:15:00,May 2025,May,2025
2025-05-27 00:00:00,Tuesday,08:10:00,17:06:00,10:57:00,17:10:00,08:07:00,17:29:00,May 2025,May,2025
2025-05-28 00:00:00,Wednesday,08:03:00,17:06:00,08:22:00,17:37:00,08:17:00,17:10:00,May 2025,May,2025
2025-05-29 00:00:00,Thursday,08:03:00,17:06:00,11:29:00,17:14:00,09:45:00,17:25:00,May 2025,May,2025
2025-05-30 00:00:00,Friday,08:06:00,17:10:00,,,08:32:00,17:15:00,May 2025,May,2025
2025-05-31 00:00:00,Saturday,08:17:00,17:05:00,08:32:00,18:10:00,08:13:00,17:37:00,May 2025,May,2025
2025-04-01 00:00:00,Tuesday,,,,,,,April 2025,April,2025
2025-04-02 00:00:00,Wednesday,,,,,,,April 2025,April,2025
2025-04-03 00:00:00,Thursday,,,,,,,April 2025,April,2025
2025-04-04 00:00:00,Friday,07:54:00,17:00:00,07:53:00,17:07:00,08:12:00,18:45:00,April 2025,April,2025
2025-04-05 00:00:00,Saturday,08:21:00,17:20:00,08:38:00,17:02:00,08:23:00,20:02:00,April 2025,April,2025
2025-04-06 00:00:00,Sunday,,,,,,,April 2025,April,2025
2025-04-07 00:00:00,Monday,08:01:00,17:00:00,08:24:00,17:05:00,08:28:00,17:37:00,April 2025,April,2025
2025-04-08 00:00:00,Tuesday,08:11:00,17:00:00,08:32:00,17:16:00,07:58:00,18:05:00,April 2025,April,2025
2025-04-09 00:00:00,Wednesday,08:09:00,17:00:00,08:30:00,19:15:00,08:24:00,20:40:00,April 2025,April,2025
2025-04-10 00:00:00,Thursday,08:03:00,17:00:00,09:29:00,17:28:00,08:18:00,20:44:00,April 2025,April,2025
2025-04-11 00:00:00,Friday,08:03:00,20:13:00,08:17:00,20:51:00,08:17:00,21:12:00,April 2025,April,2025
2025-04-12 00:00:00,Saturday,08:23:00,17:00:00,08:26:00,17:40:00,08:27:00,17:14:00,April 2025,April,2025
2025-04-13 00:00:00,Sunday,,,,,,,April 2025,April,2025
2025-04-14 00:00:00,Monday,,,,,,,April 2025,April,2025
2025-04-15 00:00:00,Tuesday,08:11:00,17:03:00,08:24:00,19:07:00,08:18:00,20:50:00,April 2025,April,2025
2025-04-16 00:00:00,Wednesday,08:10:00,17:00:00,10:33:00,17:26:00,08:33:00,19:42:00,April 2025,April,2025
2025-04-17 00:00:00,Thursday,08:36:00,17:00:00,08:19:00,17:21:00,08:23:00,19:39:00,April 2025,April,2025
2025-04-18 00:00:00,Friday,07:58:00,17:03:00,08:36:00,19:27:00,08:21:00,19:26:00,April 2025,April,2025
2025-04-19 00:00:00,Saturday,08:05:00,17:51:00,09:26:00,20:26:00,08:19:00,18:45:00,April 2025,April,2025
2025-04-20 00:00:00,Sunday,,,,,,,April 2025,April,2025
2025-04-21 00:00:00,Monday,08:05:00,18:26:00,08:37:00,18:54:00,08:03:00,19:47:00,April 2025,April,2025
2025-04-22 00:00:00,Tuesday,08:05:00,17:00:00,08:24:00,17:26:00,08:12:00,18:09:00,April 2025,April,2025
2025-04-23 00:00:00,Wednesday,08:05:00,17:00:00,08:20:00,17:19:00,07:47:00,17:18:00,April 2025,April,2025
2025-04-24 00:00:00,Thursday,07:59:00,17:00:00,08:25:00,17:39:00,07:45:00,19:36:00,April 2025,April,2025
2025-04-25 00:00:00,Friday,08:09:00,17:19:00,08:14:00,17:17:00,07:49:00,17:20:00,April 2025,April,2025
2025-04-26 00:00:00,Saturday,08:29:00,17:15:00,08:25:00,17:10:00,08:23:00,17:31:00,April 2025,April,2025
2025-04-27 00:00:00,Sunday,,,,,,,April 2025,April,2025
2025-04-28 00:00:00,Monday,08:05:00,17:00:00,08:58:00,17:20:00,08:00:00,17:42:00,April 2025,April,2025
2025-04-29 00:00:00,Tuesday,08:12:00,17:01:00,08:26:00,18:01:00,07:54:00,17:01:00,April 2025,April,2025
2025-04-30 00:00:00,Wednesday,08:46:00,17:00:00,07:46:00,17:12:00,08:00:00,17:00:00,April 2025,April,2025
2025-03-01 00:00:00,Saturday,,,,,,,March 2025,March,2025
2025-03-02 00:00:00,Sunday,,,,,,,March 2025,March,2025
2025-03-03 00:00:00,Monday,,,,,,,March 2025,March,2025
